,tweets,id,len,date,source,likes,retweets,sentiment
14,Even more proud of myself for the show Saturday.. thanks to everybody who pulled up and donated! #FUCKCANCER,1166068702913146883,108,2019-08-26 19:23:37,Twitter for Android,3,0,1
15,@KenDKM @timdkm well done. It doesn't take much to brighten someone's day #fuckcancer https://t.co/JbfryESABx,1166063628585447424,109,2019-08-26 19:03:28,Twitter for Android,0,0,1
16,"worth the wait 

#fuckcancer https://t.co/HmSi6pk0AA",1166062816429858816,52,2019-08-26 19:00:14,Twitter for iPhone,58,2,1
17,"Late lunch at @TwoRiversChef to celebrate the life of our beautiful dog who crossed the rainbow bridge today.  Run free Nico. 😢

#rainbowbridge #adultingsucks #fuckcancer @ Two Rivers Brewing Company https://t.co/t84nCbjHnb",1166062620354306050,223,2019-08-26 18:59:27,Instagram,0,0,1
18,leukemia doesn’t stop my girl🧡🧡 #fuckcancer #ChildhoodCancer #sammystrong https://t.co/OeFyIcGeSL,1166062028735373314,97,2019-08-26 18:57:06,Twitter for iPhone,4,0,0
19,"@chrysallist that’s literally the opposite of cancer, probably cures it from how good it takes #fuckcancer",1166060562708598787,106,2019-08-26 18:51:17,Twitter for iPhone,0,0,1
20,"rest in fabulousness, querida #isabeltoledo 😰
wishing her beloved #rubentoledo strength &amp; healing
my wife @LydiaMartin wrote this special piece about them for the @MiamiHerald a few years ago, really captured their chispa
and again #fuckcancer
https://t.co/c2L2yPjOg3",1166059819637334020,271,2019-08-26 18:48:20,Twitter Web App,0,0,1
21,"So many of the SW and fetish family pulled together when @itsWolf was going through chemo this year. 
we aren't out of the woods yet with this illness but without the help of so many of you it wouldn't have been possible to be this far. #fuckcancer https://t.co/b2xb588FfZ",1166058690987876352,272,2019-08-26 18:43:50,Twitter Web App,16,2,1
22,I fought the cramp and cramp won....too much work in the garden today and my #PMPCancer has struck back by making my hands inoperable through cramp. Just had to get Wifey to cut my dinner up so I could eat it. Not an experience I enjoyed. They're starting to work now #fuckcancer,1166058633353994240,279,2019-08-26 18:43:37,Twitter for Android,0,0,1
23,"A promising cancer therapy isn’t being used in the US. Trump promises to build a science wall to keep it out. @WIRED #cancer #therapy #fuckcancer #carbonion #radiation #dna #tumor #science #phase3
https://t.co/rdiXw19xK3",1166055247669813249,220,2019-08-26 18:30:09,Hootsuite Inc.,0,0,1
24,Rip grandma hope you’re at ease one of the toughest people I’ve ever met #fuckcancer https://t.co/Dj0fuNGkjf,1166049853211840512,108,2019-08-26 18:08:43,Twitter for iPhone,29,0,0
25,"I'm becoming more open with sharing my #mentalhealth and deep #cancer struggles. Usually, I deflect using comedy. Slowly, I'm coming closer to the sharp edges.  Here's my Tower of Hope Gala Cancer Speech. 

https://t.co/pb9CNJs4Br 

#CancerSucks #FuckCancer #TesticularCancer https://t.co/hRK1EQR4AY",1166045001719193600,299,2019-08-26 17:49:27,Twitter Web App,4,2,1
26,Why are we scared of tomorrow? I know why I am. Tomorrow is the day that some dumb drunk puppy ran a red light and killed my wife and twin daughters(4). Please dont drink and drive. #fuckCancer,1166043716462813184,193,2019-08-26 17:44:20,Twitter Web App,0,0,-1
27,#Isolation ready! After 2 weeks of a #lowiodinediet &amp; two days of thyrogen injections (complete with nausea &amp; headache) looking forward to getting this stage out the way &amp; to the cheese at the end of the tunnel! #Radioactiveiodine come at me💪🏼☢️ 💊#rai #fuckcancer #thyroidcancer https://t.co/wWjnfNwdD9,1166042820538437635,314,2019-08-26 17:40:47,Twitter for iPhone,3,2,1
28,RIP @adhenrynd you were a great manager/friend! You will be missed by many. It’s so sad to hear you left us so early! Love you brotha #fuckcancer,1166041875213672448,145,2019-08-26 17:37:01,Twitter for iPhone,0,0,1
29,Rip Buddie #fuckcancer #RIPBuddie https://t.co/WQxpsshIJ4,1166040147571433473,57,2019-08-26 17:30:09,Twitter for iPhone,7,2,0
30,Crazy it’s already been 9 years of remission since Jaime first kicked cancers ass and 3 years today he kicked cancers ass AGAIN #Fuckcancer,1166037646776438784,139,2019-08-26 17:20:13,Twitter for iPhone,2,2,-1
31,"@thevowel Damn, I'm sorry to hear this e. All the love and hugs go out to you and Cthulhu &lt;3

#FuckCancer",1166037383286071296,108,2019-08-26 17:19:10,Twitter Web App,0,0,0
32,Mom approved! Check out the #cookingagainstcancer videos on @youtube link in bio #collaboration #youtubecommunity #youtubecookingchannel #fuckcancer https://t.co/JkZNZyUXHQ https://t.co/UBYQjZkLTV,1166037132122775554,196,2019-08-26 17:18:10,IFTTT,0,0,0
33,My whole life I’ve seen this framed plate in every place I called home. My Abuelita is the beauty in the blue and the little guy in front of her is my Tio Julio who just passed away. It’s sad that this plate is all I’ve have left of him. #FuckCancer https://t.co/UNmJwG7C79,1166036377240125441,273,2019-08-26 17:15:10,Twitter for iPhone,3,0,-1
34,@thevowel Sorry to hear about that. Straight up #FuckCancer! I know how much you love him.,1166036055319076864,90,2019-08-26 17:13:54,Twitter for Android,0,0,1
35,"Show me your 🖕 if you wish cancer would just fuck off and die already
🖕🖕🖕🖕🖕
#FuckCancer",1166033058744676352,87,2019-08-26 17:01:59,Facebook,0,0,-1
36,@ceciIiarios That’s great news. Happy for you guys #fuckcancer,1166032416550658051,62,2019-08-26 16:59:26,Twitter for iPhone,1,0,1
37,On my way to the hospital 😞 w mom . #FuckCancer,1166031332797034497,47,2019-08-26 16:55:08,Twitter for iPhone,0,0,0
38,Happy #NationalDogDay to this stud muffin! Bringing joy and pure love to my life these past 9.5 years. Thank you for being my best bud #gooby ❤️ #fuckcancer #dogsofinstagram #tyson https://t.co/36ArlWcN1S,1166030987794554881,204,2019-08-26 16:53:45,Instagram,0,0,1
39,"@Ultimatezking27 @iKarmzHD You beat one of the hardest things there is to beat in life. Congrats dude, now things only can go up from here, best wishes to you and wherever your journey in life brings you 🙂 #fuckcancer",1166029024453439488,217,2019-08-26 16:45:57,Twitter for iPhone,3,2,1
40,@JillAdge That's fucking horrible jill ! Bunch of bullshit. #FuckMedCost #FuckCancer,1166027802585419777,84,2019-08-26 16:41:06,Twitter for Android,1,0,-1
41,He’s in my prayers sis. #FUCKCANCER 🙏🏼❤️ https://t.co/SP8L4dUWdB,1166026707406675968,64,2019-08-26 16:36:45,Twitter for iPhone,0,0,0
42,"@thevowel Absolutely #FuckCancer.
Sorry to hear man. Best wishes and all that.",1166023745141559297,78,2019-08-26 16:24:59,Twitter for Android,0,0,1
43,Best wishes to Stelio on a successful recovery #fuckcancer https://t.co/zCSVYx1Nhb,1166023216713949185,82,2019-08-26 16:22:53,Tweetbot for iΟS,41,1,1
44,Hoping for a favorable and quick recovery for Stelio. #FuckCancer https://t.co/6pw0Esbvkv,1166022327089283073,89,2019-08-26 16:19:21,Twitter for iPhone,0,0,1
45,From all of us at #DUBnetwork best wishes for a speedy recovery Stelio. #FuckCancer https://t.co/93dvk4v45K,1166021936964460544,107,2019-08-26 16:17:48,Twitter for Android,25,4,1
46,"WARNING 😈 #JuicyKitty Silky Kola causing sex overdrive !

#SilkyKola comes in pack of 3, 6, and 12 !

#Health #Natural #Organic #FeminineCare #FuckCancer #Miami #womeninbusinesss https://t.co/8SI7ioYbPm",1166018205837668353,202,2019-08-26 16:02:58,Twitter for Android,0,0,1
47,"Get well soon, Stelio. #FuckCancer https://t.co/IPP4W3xHKS",1166017463978536963,58,2019-08-26 16:00:01,Twitter Web App,0,0,0
48,"Hello my wee corners... Tomorrow night, charity stream! You get to Ask me Questions and i will answer. Click the link and set your reminders to ON! #FuckCancer #LaurensCorner https://t.co/vo49nh7EQ3",1166016639294410753,198,2019-08-26 15:56:45,Twitter Web App,0,1,0
49,Yo WTF? I just found out my homeboy from high school died of stage 4 cancer. Rest well Buddy... #demfranchiseboyz #fuckcancer,1166016108945694721,125,2019-08-26 15:54:38,Twitter for Android,3,0,-1
50,@busterknighty69 Gary you can do this mate I have and so can you #fuckcancer,1166015574301958145,76,2019-08-26 15:52:31,Twitter for Android,3,0,0
51,"Darren McCarty ""Cannabis saved my life""

#deanblundell #deanblundelldotcom #darrenmccarty #nhl #cannabis #cannabiscommunity #torontocannabis #cannabisbusiness #redwings #pincanna #fuckcancer https://t.co/TpvT4sRuIk",1166015339274129408,214,2019-08-26 15:51:35,LinkedIn,0,0,0
52,"Mark Allison Adidas Broomfield...1 of only 49 pairs ever to be made.  For a chance to win this pair of trainers, buy a ticket for £10 via PayPal gigsinairdrie@gmail.com 
All proceeds to @maggieslanarkshire @backonside @airdriefoodbank 
#adidasbroomfield #fuckcancer 
 #airdrie https://t.co/uIDJ7AVBMK",1166012554394644481,300,2019-08-26 15:40:31,Twitter for iPhone,23,8,1
53,Mom approved! Check out the #cookingagainstcancer videos on youtube link in bio #collaboration #youtubecommunity #youtubecookingchannel #fuckcancer https://t.co/qwMZs0e9h9,1166007394469601280,171,2019-08-26 15:20:00,Instagram,0,0,0
54,"Today my wife's father passed away. He was a wonderful grandpa for my son, always there to help us, i'll remember him as a strong man with a infinite heart.... RIP Shenja #Fuckcancer",1166005551614058496,182,2019-08-26 15:12:41,Twitter for Android,1,0,1
55,This warms my heart❤️ #fuckcancer https://t.co/ks1hQsn5KI,1166004570557964288,57,2019-08-26 15:08:47,Twitter for iPhone,4,1,0
56,Whenever I see someone beat it I like or retweet it kuz it’s still #FuckCancer,1166004063512780800,78,2019-08-26 15:06:46,Twitter for iPhone,0,0,0
57,"Atlanta lost another.
#RIPBuddie #DemFranchizeBoyz 
#fuckcancer",1166003916636659713,63,2019-08-26 15:06:11,Twitter for Android,0,0,0
58,"#EdsArmy Against Throat Cancer
 https://t.co/Fjt4SH8YFh 

#laryngectomy #breathingstoma #cancersucks #dad #surgery #milwaukee #throatcancer #fuckcancer #EdsArmy #edsullivan #throatcancerawareness #Lary #laryngectomee #voicebox #gofundme",1165999331163475975,236,2019-08-26 14:47:58,Twitter Web App,2,0,0
59,"@Tokyolincoln420 Even though this road is a little tough &amp; very bumpy ...
KEEP ON F*CKING FIGHTING!
We're ALL behind you Tokes!
#StonerFam #OneLove #WeAreCannabis #420Life #FuckCancer 💚💯🇬🇧👊 https://t.co/EI3Oy30pg4",1165995595481436160,217,2019-08-26 14:33:07,Twitter for Android,6,1,-1
60,Damn RIP buddy! #Fuckcancer https://t.co/p6eAjZ1WDn,1165994389308694528,51,2019-08-26 14:28:20,Twitter for iPhone,0,0,0
61,"2nd time in 5 months cancer has taken one of the best people I've ever had the privilege to work with.  And too young just like the 1st.  #FuckCancer 

https://t.co/6PANZmWnaQ",1165990552862646273,175,2019-08-26 14:13:05,Twitter Web App,0,0,1
62,"So honoured to have played in the mud with these amazing ladies. 💦 #theyoungandtherestofus🍸
#weareworriors #mudgirl2019  #pinkarmy #girlsrule #fuckcancer #mswarrior #ankylosingspondylitiswarrior  #cancersurvivor https://t.co/BtxUh5TlOt",1165989484422475783,235,2019-08-26 14:08:50,Twitter for Android,0,0,1
63,But she never let the disease wipe away her smile or her spirit. We reconnected recently after I helped introduce her to friends at the Colorectal Cancer Canada Association for guidance and I'm glad she was able to get their support. She will be missed by many. #RIP #fuckcancer,1165986228157714433,278,2019-08-26 13:55:54,Twitter Web App,8,1,1
64,SicK of seeing people I care about &amp; people just in general fall to this FucKed up disease 🤬 #fuckcancer #nuffsaid https://t.co/gbiVAIszFq,1165985985395429378,142,2019-08-26 13:54:56,Instagram,0,0,-1
65,Up since 3:15 am. Medication issues or just anxiety about potentially imminent surgery and nearly-as-imminent potential death? #fuckcancer,1165984621865029632,138,2019-08-26 13:49:31,Twitterrific for iOS,5,0,1
66,"Another year gone, Happy Birthday Dad. I love you and miss your face,

#armystrong #fuckcancer https://t.co/wJ5DGWqPBP",1165983705208369152,118,2019-08-26 13:45:52,LaterMedia,16,0,1
67,"Sunday Song is up! 
Because cancer is hilarious!

#comedy #singersongwriter #writerslife #actorslife #fuckcancer #writer #secondcity https://t.co/IKoDNLtxDk",1165982186274639872,156,2019-08-26 13:39:50,Twitter Web App,2,1,1
68,"@rshaver11 Hell yeah, Randy! #FuckCancer",1165979081407696896,40,2019-08-26 13:27:30,Twitter for iPhone,0,0,0
69,"""I ROCK THEN BEND MY KNEES EVERY TIME THE BEAT DROP!"" 🤘🏿😤 #DemFranchizeBoyz #LongLiveBuddie 🙏🏿 #FuckCancer 🖕🏿 https://t.co/EmkxejUgPy",1165975477632344064,133,2019-08-26 13:13:11,Twitter for Android,0,0,0
70,"@retrogamergoonr will do, mine is very brave fighting neck cancer at 82, very sorry for your loss💙 oh... and #FuckCancer indeed!",1165975325437825024,128,2019-08-26 13:12:35,Twitter for iPhone,1,0,1
71,"Today I go in for my annual windmill cancer screening tests. 

Thoughts and prayers appreciated. 
#FuckCancer",1165975285956673536,109,2019-08-26 13:12:25,Twitter for Android,4,1,1
72,"Should have been my Mum’s 75th Birthday today, but cancer was cruel and took her quickly and far too early. So do me a favour today and, if you can, give your mum/mom a hug. #fuckcancer (sorry about the f-bomb, Mum)",1165973408355627008,215,2019-08-26 13:04:57,Twitter for iPhone,17,0,-1
73,@Buckertrucker Just seen this my man....hit me in the gut. Hopefully it gets its ass kicked.  J👊 #fuckcancer,1165972814068891650,108,2019-08-26 13:02:36,Twitter Web App,3,0,0
74,"In today’s post, Latrice talks about how she decided to focus on the symptoms rather than on #cancer and the humorous responses she receives from others including her doctor and brother. #humorbeatscancer #humor #fuckcancer #cancersucks #community #blog https://t.co/fpODIpgrB0",1165972260571754496,277,2019-08-26 13:00:24,Hootsuite Inc.,5,3,1
75,"@TaylorMoore10 Lost mine last August, miss her more and more everyday. #FuckCancer",1165971555752599552,82,2019-08-26 12:57:36,Twitter for Android,0,0,1
76,"@GangstaMimi @BarryVictor5 @bettypge69 @Beleafer1 @13wam @BlueTsuni @zazzybritches @FrankCGilbert @Welshsprout @krustyshl @Beantowndougish @alenesmiles @Catastrophany @therealfeenxc @ZanaMason10 @bshorhozer @Betterw05759703 @poppij @TammieCroft @kaslina @EveScottGarner @MuldrowDennis @HollyHuntley3 @dancindoti @madmamavotes @TaggartRehnn @StaryStaryNlght @McGeezer67 @ThomONeil1 @unbrokeMs1 @bluehazeyco @impinkestgirl @RonniLaurie @politiolyc @BJSquirrel @Michael_Fisher_ @kneadinghands @doug_in_nc @VCSParent @MarciaBunney @oprman @wildweezle @shashatheitch22 @MynameisMok @Jessie09JZO @magrock4 @ldog562 @OklahomaPatrio1 @Tori_K_M @yolalindayola I like it, but my digestive system can't handle it any more, unless cooked beyond recognition.  
I miss salads and raw vegetables.  
Oh yeah  #FucktheRepublicans 
#FuckTrump #FuckNRA #FuckMercers #FuckKochBrother 
#FuckMitch #FuckRand #FuckLindsey #FuckPence #FuckCancer!",1165970941266079745,922,2019-08-26 12:55:09,Twitter for Android,3,2,1
77,@_1lucky Sorry to hear that mate 😢 #fuckcancer,1165968011532087302,46,2019-08-26 12:43:31,Twitter for iPhone,1,0,-1
78,A few weeks ago hpp_highperformance_promotions and spacecoasthd put on a #benefit #carshow for me to help with my #cancerbattle #medicalexpenses here is a new shot from that show taken by @seanlphotog #fuckcancer… https://t.co/iImfdf1AvI,1165960035593097218,237,2019-08-26 12:11:49,Instagram,0,0,-1
79,"But navigate it we do! Because when you love someone (super love!), you love ALL of them. Even the f*cking cancer (well, maybe not the cancer specifically, but you get it). #marriedwithcancer #beingabadasscaregiver #nevergiveup #fearless #inspiration #fuckcancer https://t.co/vEq5UB3WkK",1165958966498725888,286,2019-08-26 12:07:34,Twitter for iPhone,3,0,1
80,"This reminds us of getting a bad scan result (right?). U feel like you’re about to fall off into the abyss, but you hang on, and pull yourself back up.  Because giving up is never an option. #fuckcancer #mondaymotivation #nevergiveup #staystrong #fearless #youcandoit #inspiration https://t.co/yIdZzlRhAP",1165956129450602496,304,2019-08-26 11:56:18,Twitter for iPhone,3,0,-1
81,"Last chemo, 9 years ago today. #grateful #fuckcancer",1165950899853975553,52,2019-08-26 11:35:31,Facebook,1,0,0
82,The reason we started Badass Caregiver (see below)! We hope our stories (more of that as time goes by) will become your Badass Caregiver Survival Guide. Because being alone sucks. Being in a cool TRIBE of Badass Caregivers? Awesome. #fuckcancer #fuckanylifethreateningdisease https://t.co/ELHZNNshfx,1165949827974356992,299,2019-08-26 11:31:15,Twitter for iPhone,2,0,1
83,Dumb question....have scientists looked into this?! #fuckcancer https://t.co/u3vAFu0edS,1165947899018174464,87,2019-08-26 11:23:36,Twitter for iPad,0,0,-1
84,"Lost an Instagram friend to a rare cancer yesterday. Sweet kid from the UK. Cancer didn’t win. He didn’t lose. But WE lost an amazing guy. I’m crying. And here I am fussing over minor frivolities. Miss you already, kid. #fuckcancer #allthecancers",1165947329213554689,246,2019-08-26 11:21:20,Twitter for iPhone,23,0,1
85,"Watch my cancer story here!
I got several really awful comments the first time I uploaded it, but I re-uploaded because I think my story needs to be told. #fuckcancer #buttsmattertoo #colorectalcancer 
 https://t.co/iqqcVkXn9m",1165943318339084288,226,2019-08-26 11:05:23,Twitter for Android,2,2,-1
86,DEDRICK YOUNG II KNOWS WHATS UP!! 5 DAYS TILL HUSKERS OPENING KICKOFF!! #GBMFRTID #FUCKCANCER https://t.co/zniJAlzwfk,1165941951528603648,117,2019-08-26 10:59:58,Twitter for Android,0,0,1
87,Third day of taking my strongest dose pill before bed and it makes me feel so fuzzy. I don’t like this. #fuckcancer,1165940009829982210,115,2019-08-26 10:52:15,Twitter for iPhone,2,0,0
88,There is good news today though. My work husband #WH is back to work today! #CancerSucks #FuckCancer,1165938453906960390,100,2019-08-26 10:46:04,Twitterrific for iOS,0,0,1
89,@PARTYNExTAI Keep your head up and stay positive bro you’ll beat that shit #fuckCancer,1165936453542543361,86,2019-08-26 10:38:07,Twitter for iPhone,2,0,1
90,This woman right here is my world...not only my mom but one of my best friends. she had been recently diagnosed with stage 4 ovarian cancer....I just ask for all praying positive energy for her healing and strength through this process for her and our family. ❤️🙏 #fuckcancer https://t.co/u914vWfiNw,1165915308386705408,299,2019-08-26 09:14:05,Twitter for iPhone,1,0,1
91,@Gary_Flatt Beautiful Harry forever in our hearts #FUCKCANCER,1165914532201586689,61,2019-08-26 09:11:00,Twitter for iPhone,1,0,1
92,"@ITVCentral Thank you to ITV for the opportunity to share Pete's story ❤ Follow us for updates on Pete's bucket list journey @NDYBucketList  ✌
#notdeadyetbucketlist #fuckcancer",1165912198042046465,176,2019-08-26 09:01:44,Twitter for Android,0,0,0
93,@XXL Oh no. ✨🙏🏻✨ prayers to his loved ones in this bs time. #FuckCancer #gonetoosoon 💖,1165911820831318021,86,2019-08-26 09:00:14,Twitter for iPhone,0,0,1
94,"Pete &amp; I's interview on @ITVCentral on Sat evening ✌🎥
""There was never going to be an option of sitting back and just letting cancer happen"" ❤ Follow us for updates 🙏 #notdeadyetbucketlist #petefelton #fuckcancer https://t.co/n0lPzDTubJ",1165911717802647552,240,2019-08-26 08:59:49,Twitter for Android,1,1,0
95,"@TRell785 Hold ya head T, Joy comes in the morning #FuckCancer",1165895940445573120,62,2019-08-26 07:57:08,Twitter Web Client,0,0,1
96,@tyypiii That mf got cancer tho #FuckCancer 😤😤,1165891272516755457,46,2019-08-26 07:38:35,Twitter for Android,0,0,0
97,"#MondayMotivation #MentalHealth #Wellbeing 
#HealthyDistraction works as well #Medication depending on the cause of what ails you 
#Proactive and non-reliant 
Save the #Drugs for when they are really needed #FuckCancer
The #SelfEsteem boost of doing it yourself works #Wonders",1165885339027857409,276,2019-08-26 07:15:00,Twitter for Android,1,1,1
98,"mr alfaro, you’ll forever be in my heart. thank you for raising such a wonderful girl., the raider nation will forever be with you!! #fuckcancer https://t.co/7pigfeumZ2",1165884020552396800,168,2019-08-26 07:09:46,Twitter for iPhone,3,1,1
99,"Y’all pray for my mom , she has surgery real soon! #fuckcancer",1165878839324659712,62,2019-08-26 06:49:10,Twitter for iPhone,0,0,1
100,I'm going to try to take my antidepressants again and I started oral estradiol. I sure hope this makes me feel a little better soon. #DepressionIsReal #fuckcancer #buttsmattertoo #NOTDEADYET,1165869754164363264,190,2019-08-26 06:13:04,Twitter for Android,17,0,1
101,Damn it.  #FuckCancer https://t.co/su6qjbfR1l,1165864907541229568,45,2019-08-26 05:53:49,Twitter for Android,2,0,0
102,"S/O to our gorgeous Grandma who regained enough strength to get out of bed today. Chemo has been one hell of a ride but she’s a warrior. ✨ #fuckcancer

&amp; she wants everyone to know she still hates the Bears. 😁 https://t.co/j11XUTl9un",1165860129176076289,237,2019-08-26 05:34:50,Twitter for iPhone,0,0,1
103,RIP to Wee Wee...or as da world kno him as BUDDY from DFB 😢 #FuckCancer 🙏,1165855648476803074,73,2019-08-26 05:17:01,Twitter for iPhone,0,0,0
104,"I gotta couple throwbacks, it's just I choose not to wear 'em
White tee extravaganza n**ga like a Foot Locker sale
N**gas think I done failed, but my paper stackin a lot
Or you can throw-back this, but partner check my knot...

#RIPBuddie #FUCKCancer",1165855451571007494,250,2019-08-26 05:16:14,Twitter Web App,0,0,-1
105,"@ceciIiarios I’m so glad your mom beat cancer 😭💯🙏🏻 
#FuckCancer",1165855396126281728,63,2019-08-26 05:16:01,Twitter for iPhone,1,0,1
106,"My body is healing nicely and I’m going back to work tomorrow. And maybe I can throw in a couple studio visits this week, too! #fuckcancer #healing #immunity #strength #powerofme https://t.co/KNUmx3yIYR",1165841705154859009,202,2019-08-26 04:21:37,Twitter for iPhone,8,0,1
107,@DustypupVI I'm so sorry. Yes #fuckcancer indeed.,1165841060238483456,49,2019-08-26 04:19:03,Twitter Web App,1,0,-1
108,"My friend Trina, who I loved dearly and was one of the most beautiful souls I ever knew, died today. I had hoped I’d see her again but it just didn’t work out. I will say, I wish I would have called and visited. I didn’t and I’m such a dumbass. Learn from my mistake. #FuckCancer",1165841027162419200,279,2019-08-26 04:18:55,Twitter for iPhone,51,1,1
109,"For me, the hardest part of @taylorswift’s Soon You’ll Get Better is that so many of the lyrics give me memories of the last month of my dad’s life. The fear, the panic, the lack of air in the room, and the optimism all in one. #FuckCancer https://t.co/Gw6ijpfLqZ",1165838212977348609,263,2019-08-26 04:07:44,Twitter for iPhone,0,0,1
110,Flood irrigation at its finest👌#flood #irrigation #floodirrigation #hemp #hemplife #CBD #CBDlife #hardwork #dedication #team #green #helping #weeds #weedssuck #cultivate #godscountry #doer #winner #dreamer #believe #fuckcancer #cancerkillers #farm #farmlife #farmlife🚜 https://t.co/3rxYpFFfud,1165837147233898496,292,2019-08-26 04:03:30,Twitter for iPhone,0,1,-1
111,"RIP Buddie 🙏🏾
#demfranchizeboyz #fuckcancer https://t.co/dudLs8SVjy",1165836186830532609,67,2019-08-26 03:59:41,Twitter for Android,2,0,0
112,RIP BRO !! #fuckcancer https://t.co/BRg4tEfuCg,1165835723913740288,46,2019-08-26 03:57:51,Twitter for iPhone,0,0,0
113,@floatypunk @TSClubs7683 Had the same experience as @floatypunk. May Andrew rest in peace and peace to his family &amp; friends. #fuckcancer.,1165835479884992512,141,2019-08-26 03:56:53,Twitter Web App,2,0,0
114,@askjillian Now my 90 year old mother in law has the same@cancer and I just pray it does NOT spread like Ed’s did to the spinal fluid and meninges and now I PRAY that our sons won’t get it because it sure seems hereditary on my husbands mother’s side!  4 people!  #FUCKCANCER!,1165834796313935873,276,2019-08-26 03:54:10,Twitter for iPhone,0,0,1
115,RIP #fuckcancer my mom died of cancer 10 years ago https://t.co/KC75Hfarlm,1165833337589702656,74,2019-08-26 03:48:22,Twitter for iPhone,2,0,0
116,Y’all remember buddy from dem franchize boyz? He passed today 😩 #FuckCancer,1165830956529410049,75,2019-08-26 03:38:54,Twitter for iPhone,1,0,0
117,"Erik was one if the smallest kids on my block growing up, but he was tough as hell to tackle on the football field. We used to battle for the high score in Number Munchers in 2nd grade. He got married just over a year ago. This was too soon. #fuckcancer https://t.co/WDBUjm7kzQ",1165829712033144832,277,2019-08-26 03:33:58,Twitter for iPhone,5,0,1
118,"Go fund me for the ladies of crystal lake maniacs battling cancer. Even if you could just share we would appreciate it. #jasonkillscancer #fuckcancer  #gameforacause 
https://t.co/ADOjOGiM19

https://t.co/KaBAfNmzYH",1165828293423194113,215,2019-08-26 03:28:19,Twitter for iPhone,5,1,0
119,"We Raised 11K! At Mia Grace’s Fundraiser Today. 

Thank You To Everyone Who Donated Time &amp; Effort &amp; Products For The Auction. It’s Truly Appreciated. 

We WILL Beat This! 

#FuckCancer",1165828165203312645,192,2019-08-26 03:27:49,Tweetbot for iΟS,1,0,1
120,😢 rest peacefully cancer is taking our people #fuckcancer https://t.co/jZg66DxO6m,1165827550406414336,81,2019-08-26 03:25:22,Twitter for iPhone,0,0,1
121,@huntdawg211 Congrats to your mom truly inspirational! 👍#FuckCancer,1165827481221435394,67,2019-08-26 03:25:06,Twitter Web App,11,0,1
